BasinID,dwnBasinID,Area_km2,Shape_Leng,ws2024tl,ws3024tl,ws4024tl,ws2028tl,ws3028tl,ws4028tl,ws2038tl,ws3038tl,ws4038tl,Shape_Le_1,Shape_Area,FacilityID,Latitude,Longitude,Formatted Address
10657,0,22652,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),11.21130176,2.243742564,325,35.92311207,-78.86506795,"15 TW Alexander Dr, Durham, NC 27703, USA"
9009,8923,57317,2018000,Low (<10%),Low (<10%),Low-medium (10-20%),Low (<10%),Low-medium (10-20%),Low-medium (10-20%),Low (<10%),Low-medium (10-20%),Low-medium (10-20%),23.82651735,7.553125454,326,53.84918998,27.49861997,"Vulitsa Karzhanyewskaha 1/2, Minsk, Minskaja voblasÄ‡, Belarus"
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,327,37.37774898,-121.917685,"2108 Bering Dr bldg b, San Jose, CA 95131, USA"
7018,0,1379,224000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.702385397,0.186479375,328,53.37169,-6.51907,"R449, Co. Kildare, Ireland"
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,329,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA"
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,330,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA"
12177,12158,14528,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),8.849037964,1.440615516,331,35.22947801,-106.657338,"4101 Sara Rd, Rio Rancho, NM 87124, USA"
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,332,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA"
7018,0,1379,224000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.702385397,0.186479375,333,53.36815504,-6.507601408,"2 Easton Park, Leixlip, Co. Kildare, W23 C2P4, Ireland"
11720,11699,7342,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),5.333755115,0.708787047,334,33.24046198,-111.881664,"4500 S Dobson Rd, Chandler, AZ 85248, USA"
8190,0,1063,206000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.020707689,0.100990341,335,31.59365753,34.7772526,"Sderot Tsoran 2, Kiryat Gat, Israel"
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,336,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA"
11720,11699,7342,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),5.333755115,0.708787047,337,33.30711002,-111.931524,"5000 W Chandler Blvd, Chandler, AZ 85226, USA"
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,338,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA"
11720,11699,7342,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),5.333755115,0.708787047,339,33.24046198,-111.881664,"4500 S Dobson Rd, Chandler, AZ 85248, USA"
12177,12158,14528,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),8.849037964,1.440615516,340,35.22947801,-106.657338,"4101 Sara Rd, Rio Rancho, NM 87124, USA"
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,341,45.52835002,-122.93004,"Yahoo! Inc. Building 2, 5250 NE Elam Young Pkwy, Hillsboro, OR 97124, USA"
7018,0,1379,224000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.702385397,0.186479375,342,53.37169,-6.51907,"R449, Co. Kildare, Ireland"
8190,0,1063,206000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.020707689,0.100990341,343,31.59365753,34.7772526,"Sderot Tsoran 2, Kiryat Gat, Israel"
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,344,32.96749198,-96.70413999,"1250 E Collins Blvd, Richardson, TX 75081, USA"
3438,0,8884,834000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),8.55756239,0.923908994,345,39.14222,117.17667,"2 Jin Jia Shang Ye Zhong Xin, è€åŸŽåŽ¢ Nan Kai Qu, Tian Jin Shi, China, 300120"
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,346,33.10162,-96.67449,"501 W McDermott Dr, Allen, TX 75013, USA"
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,347,33.08099598,-96.68036799,"111 Ridgemont Dr, Allen, TX 75002, USA"
9812,0,3818,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),4.347307657,0.414294291,348,42.08137536,-71.88107908,"50 Old Webster Rd, Oxford, MA 01540, USA"
9781,0,26867,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),15.05181687,2.878189783,349,40.61360299,-75.37788403,"119 Technology Dr, Bethlehem, PA 18015, USA"
9815,0,2779,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),3.924552511,0.295675545,350,40.53791101,-74.53918803,"145 Belmont Dr, Somerset, NJ 08873, USA"
10657,0,22652,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),11.21130176,2.243742564,351,36.06997,-79.952102,"494 Gallimore Dairy Rd, Greensboro, NC 27409, USA"
11803,11794,21828,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),17.54650402,2.404468305,352,42.24060806,-83.57089107,"288 Airport Industrial Dr, Ypsilanti, MI 48197, USA"
9084,9068,41306,1986000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),25.42053904,6.036910757,353,55.96604001,38.04783998,"Ð’Ð¾ÐºÐ·Ð°Ð»ÑŒÐ½Ð°Ñ ÑƒÐ»., 2Ð°, Fryazino, Moskovskaya oblast', Russia, 141190"
9084,9068,41306,1986000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),25.42053904,6.036910757,354,55.96604001,38.04783998,"Ð’Ð¾ÐºÐ·Ð°Ð»ÑŒÐ½Ð°Ñ ÑƒÐ»., 2Ð°, Fryazino, Moskovskaya oblast', Russia, 141190"
10974,0,38,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),0.466158403,0.003873623,355,37.50573,-121.954731,"4268 Solar Way, Fremont, CA 94538, USA"
9007,8921,37702,1562000,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),17.67962569,4.617387802,356,49.60005001,8.481670035,"EdisonstraÃŸe 14, 68623 Lampertheim, Germany"
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,357,42.57890007,-70.91018874,"78 Cherry Hill Dr, Beverly, MA 01915, USA"
8775,8770,22598,1526000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),17.72761118,2.991253782,358,52.43019002,13.53277001,"KekulÃ©straÃŸe 2-4, 12489 Berlin, Germany"
8775,8770,22598,1526000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),17.72761118,2.991253782,359,52.42840999,13.53573997,"Max-Planck-StraÃŸe 5, 12489 Berlin, Germany"
11842,11840,37848,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),17.0062458,3.734898808,360,34.775276,-86.66199796,"205 Import Cir NW, Huntsville, AL 35806, USA"
6245,0,71827,2612000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),26.25425013,7.083426523,361,33.63911,119.004326,"150 Changjiang W Rd, Huai Yin Qu, Huai An Shi, Jiang Su Sheng, China, 223309"
9060,0,17669,1226000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),12.94052958,1.941323317,362,41.99489,13.42846997,"7 Via Pacinotti, Avezzano, AQ 67051, 67051 Avezzano AQ, Italy"
6326,6310,96715,2616000,Low-medium (10-20%),Medium-high (20-40%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),24.82140422,8.757611467,363,26.78197,112.11986,"China, Heng Yang Shi, Qi Dong Xian, ç¥ä¸°å¤§é“50å·(é’å±±è·¯å£å¯¹é¢) é‚®æ”¿ç¼–ç : 421600"
5747,0,54179,2722000,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),26.93390354,5.226256793,364,32.03028,120.87472,"81 Guo Li Yuan, Chong Chuan Qu, Nan Tong Shi, Jiang Su Sheng, China, 226007"
6138,6126,76637,2394000,Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),25.84268557,8.529753959,365,43.85083,126.56028,"China, Ji Lin Sheng, Ji Lin Shi, Chuan Ying Qu, ä¸œå®èƒ¡åŒ11å· é‚®æ”¿ç¼–ç : 132011"
6138,6126,76637,2394000,Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),25.84268557,8.529753959,366,43.80957,126.55236,"99 Shenzhen St, Feng Man Qu, Ji Lin Shi, Ji Lin Sheng, China, 132106"
6138,6126,76637,2394000,Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),25.84268557,8.529753959,367,43.80957,126.55236,"99 Shenzhen St, Feng Man Qu, Ji Lin Shi, Ji Lin Sheng, China, 132106"
6138,6126,76637,2394000,Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),25.84268557,8.529753959,368,43.80957,126.55236,"99 Shenzhen St, Feng Man Qu, Ji Lin Shi, Ji Lin Sheng, China, 132106"
6138,6126,76637,2394000,Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),25.84268557,8.529753959,369,43.85083,126.56028,"China, Ji Lin Sheng, Ji Lin Shi, Chuan Ying Qu, ä¸œå®èƒ¡åŒ11å· é‚®æ”¿ç¼–ç : 132011"
6138,6126,76637,2394000,Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),25.84268557,8.529753959,370,43.85083,126.56028,"China, Ji Lin Sheng, Ji Lin Shi, Chuan Ying Qu, ä¸œå®èƒ¡åŒ11å· é‚®æ”¿ç¼–ç : 132011"
5746,0,80283,5072000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),51.13313259,7.971138386,371,36.66833,116.99722,"China, Shan Dong Sheng, Ji Nan Shi, Shi Zhong Qu, çº¬äºŒè·¯ é‚®æ”¿ç¼–ç : 250001"
3277,0,7569,774000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),7.645503649,0.747692148,372,34.98018317,135.7537265,"11-6 NishikujÅ ZaÅchÅ, Minami Ward, Kyoto, 601-8414, Japan"
8741,0,7059,706000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),7.886290672,0.840124154,373,47.28605162,-1.520759064,"Parc Chantrerie, 44300 Nantes, France"
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,374,42.57045099,-70.88128098,"34 Tozer Rd, Beverly, MA 01915, USA"
10966,0,457,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),2.87260714,0.044247984,375,33.78982399,-118.002308,"11861 Western Ave, Garden Grove, CA 92841, USA"
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,376,42.6288252,-71.36040775,"75 Technology Dr, Lowell, MA 01851, USA"
11776,11605,80217,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),26.58432265,9.178726593,377,45.52203798,-122.446392,"21015 SE Stark St, Gresham, OR 97030, USA"
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,378,42.71301584,-71.17869194,"65 Manchester St, Lawrence, MA 01841, USA"
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,379,37.37579499,-121.980853,"3000 Oakmead Village Ct, Santa Clara, CA 95051, USA"
11688,11682,35566,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.41449622,3.48185817,380,33.41660801,-111.972025,"C28H+J5 Tempe, AZ, USA"
11751,11749,39253,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),16.098022,4.046212971,381,38.789819,-104.806221,"1150 E Cheyenne Mountain Blvd, Colorado Springs, CO 80906, USA"
7063,0,44579,1822000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),21.40559379,5.852775639,382,53.10374999,8.849469958,"Otto-Hahn-Allee NW 1, 28359 Bremen, Germany"
10666,0,2156,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.566632159,0.210781837,383,34.21433801,-118.47562,"7923 Haskell Ave, Van Nuys, CA 91406, USA"
11869,11860,19346,0,High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),12.13484085,2.173268238,384,43.53787307,-116.1542917,"7050 S Federal Way, Boise, ID 83716, USA"
10592,0,1589,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),2.565949689,0.164781295,385,38.750242,-77.50564398,"Historic District, 10200 Nokesville Rd, Manassas, VA 20110, USA"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,386,25.05556002,121.28222,"Costco, Luzhu District, Taoyuan City, Taiwan 338"
3477,0,2619,378000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),3.559879297,0.23346441,387,25.03784001,121.37564,"No. 501, Huaya 3rd Rd, Guishan District, Taoyuan City, Taiwan 333"
10592,0,1589,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),2.565949689,0.164781295,388,38.750242,-77.50564398,"Historic District, 10200 Nokesville Rd, Manassas, VA 20110, USA"
3481,0,1172,328000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),3.108907809,0.103978321,389,24.2991644,120.7230353,"No. 619, Sanfeng Rd, Houli District, Taichung City, Taiwan 421"
3477,0,2619,378000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),3.559879297,0.23346441,390,25.03784001,121.37564,"No. 501, Huaya 3rd Rd, Guishan District, Taoyuan City, Taiwan 333"
11869,11860,19346,0,High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),12.13484085,2.173268238,391,43.53787307,-116.1542917,"7050 S Federal Way, Boise, ID 83716, USA"
4067,0,587,252000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.246796729,0.04748885,392,1.455342095,103.7931535,"01-03 N Coast Dr, Singapore"
3481,0,1172,328000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),3.108907809,0.103978321,393,24.2991644,120.7230353,"No. 619, Sanfeng Rd, Houli District, Taichung City, Taiwan 421"
10584,0,9734,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),7.552424947,1.031472721,394,40.43175587,-111.8254039,"1536 E 3500 N #300, Lehi, UT 84043, USA"
4067,0,587,252000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.246796729,0.04748885,395,1.455342095,103.7931535,"01-03 N Coast Dr, Singapore"
4067,0,587,252000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.246796729,0.04748885,396,1.430945267,103.7664419,"1 Woodlands Industrial Park D Street 1, Singapore 738799"
11869,11860,19346,0,High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),12.13484085,2.173268238,397,43.53787307,-116.1542917,"7050 S Federal Way, Boise, ID 83716, USA"
10584,0,9734,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),7.552424947,1.031472721,398,40.43175587,-111.8254039,"1536 E 3500 N #300, Lehi, UT 84043, USA"
4067,0,587,252000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.246796729,0.04748885,399,1.455342095,103.7931535,"01-03 N Coast Dr, Singapore"
10592,0,1589,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),2.565949689,0.164781295,400,38.750242,-77.50564398,"Historic District, 10200 Nokesville Rd, Manassas, VA 20110, USA"
3483,0,1799,308000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.906696941,0.159365507,401,24.16324,120.64821,"No. 76, Taiwan Ave, Xitun District, Taichung City, Taiwan 407"
3483,0,1799,308000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.906696941,0.159365507,402,24.16324,120.64821,"No. 76, Taiwan Ave, Xitun District, Taichung City, Taiwan 407"
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,403,32.91489801,-96.619567,"905 E Walnut St, Garland, TX 75040, USA"
10968,0,2395,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),4.218709353,0.233950506,404,34.27633702,-118.785539,"2263 Ward Ave, Simi Valley, CA 93065, USA"
11799,11794,41930,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),16.24513659,4.513378829,405,41.656636,-83.54338298,"7713, 333 14th St # 4, Toledo, OH 43604, USA"
9091,9085,21229,1108000,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),12.91225107,2.826086572,406,51.68026998,39.25575999,"Ulitsa Starykh Bol'shevikov, 1Ð², Voronez, Voronezhskaya oblast', Russia, 394007"
9091,9085,21229,1108000,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),12.91225107,2.826086572,407,51.68026998,39.25575999,"Ulitsa Starykh Bol'shevikov, 1Ð², Voronez, Voronezhskaya oblast', Russia, 394007"
9084,9068,41306,1986000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),25.42053904,6.036910757,408,56.00189299,37.17817033,"252H+Q7 Zelenograd, Moscow, Russia"
3887,0,3280,350000,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),3.138708723,0.265645711,409,3.06235998,101.7025546,"2330, Lebuhraya Shah Alam, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia"
3887,0,3280,350000,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),3.138708723,0.265645711,410,3.06235998,101.7025546,"2330, Lebuhraya Shah Alam, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia"
3241,0,14408,1130000,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),12.19007598,1.604810044,411,42.79386806,141.611687,"1007-39 Izumisawa, Chitose, Hokkaido 066-0051, Japan"
