BasinID,dwnBasinID,Area_km2,Shape_Leng,ws2024tl,ws3024tl,ws4024tl,ws2028tl,ws3028tl,ws4028tl,ws2038tl,ws3038tl,ws4038tl,Shape_Le_1,Shape_Area,FacilityID,Latitude,Longitude,Formatted Address
7083,0,73129,1912000,Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),21.77090172,8.954514199,1,48.66746763,2.236113089,"7 Rue Debussy, 91620 Nozay, France"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,2,24.77750974,121.000852,"No. 17, Park Ave 2nd Rd, East District, Hsinchu City, Taiwan 300"
9079,9007,17651,970000,Low (<10%),Low-medium (10-20%),Low-medium (10-20%),Low (<10%),Low-medium (10-20%),Low-medium (10-20%),Low (<10%),Low-medium (10-20%),Low-medium (10-20%),11.06341213,2.090041629,3,47.39533077,8.166240327,"Fabrikstrasse 3, 5600 Lenzburg, Switzerland"
3490,0,1098,282000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),2.642575971,0.096644886,4,23.140675,120.3042947,"741010, Taiwan, Tainan City, Shanhua District, å»ºæ¥­è·¯190å··36è™Ÿ"
9079,9007,17651,970000,Low (<10%),Low-medium (10-20%),Low-medium (10-20%),Low (<10%),Low-medium (10-20%),Low-medium (10-20%),Low (<10%),Low-medium (10-20%),Low-medium (10-20%),11.06341213,2.090041629,5,47.39533077,8.166240327,"Fabrikstrasse 3, 5600 Lenzburg, Switzerland"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,6,24.71097001,120.91375,"No. 13è™Ÿ, Kezhong Rd, Zhunan Township, Miaoli County, Taiwan 350"
9079,9007,17651,970000,Low (<10%),Low-medium (10-20%),Low-medium (10-20%),Low (<10%),Low-medium (10-20%),Low-medium (10-20%),Low (<10%),Low-medium (10-20%),Low-medium (10-20%),11.06341213,2.090041629,7,47.39533077,8.166240327,"Fabrikstrasse 3, 5600 Lenzburg, Switzerland"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,8,24.76840199,121.0274121,"No. 11è™Ÿ, Lixing Rd, East District, Hsinchu City, Taiwan 300"
3490,0,1098,282000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),2.642575971,0.096644886,9,23.10660002,120.28805,"No. 16, Dashun 9th Rd, Xinshi District, Tainan City, Taiwan 744"
3330,0,1240,274000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),2.817064479,0.123901762,10,35.7538557,139.933188,"562 Takatsuka Shinden, Matsudo, Chiba 270-2222, Japan"
3483,0,1799,308000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.906696941,0.159365507,11,24.22472,120.62889,"4æ¨“ No. 28è™Ÿ, ç§‘é›…è·¯å¤§é›…å€å°ä¸­å¸‚ Taiwan 428"
3330,0,1240,274000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),2.817064479,0.123901762,12,35.7538557,139.933188,"562 Takatsuka Shinden, Matsudo, Chiba 270-2222, Japan"
6964,0,22811,1376000,Low (<10%),Low (<10%),Low-medium (10-20%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),18.29194368,3.650596225,13,59.40472999,17.94943997,"Isafjordsgatan 22, 164 40 Kista, Sweden"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,14,24.76432475,121.0229655,"No. 21, Lixing Rd, East District, Hsinchu City, Taiwan 300"
3498,0,12510,1760000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),16.49138806,1.098804314,15,23.11667,113.25,"China, Guang Dong Sheng, Guang Zhou Shi, Li Wan Qu, ä¸Šä¸‹ä¹åœ°åŒºå¾·æ˜Ÿè·¯66å· é‚®æ”¿ç¼–ç : 510123"
7329,0,1097,438000,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),6.074896595,0.170245133,16,58.59016,16.17662998,"Bredgatan 34, 602 21 NorrkÃ¶ping, Sweden"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,17,24.77880999,121.00256,"No. 18, Yanfa 2nd Rd, East District, Hsinchu City, Taiwan 300"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,18,24.71094,120.91285,"No. 12, Kexi 1st Rd, Zhunan Township, Miaoli County, Taiwan 350"
11803,11794,21828,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),17.54650402,2.404468305,19,42.271105,-83.73451,"908 Church St, Ann Arbor, MI 48104, USA"
3267,0,5110,632000,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),6.243922925,0.507666144,20,34.68105516,137.7827384,"66 Higashimachi, ChÅ«Å-ku, Hamamatsu, Shizuoka 430-0822, Japan"
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,21,42.47487,-71.14927,"221 Main St, Woburn, MA 01801, USA"
3568,0,2527,734000,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),6.928823121,0.224929496,22,24.47979,118.08187,"2 Feng Huang Xi Li, Si Ming Qu, Xia Men Shi, Fu Jian Sheng, China, 361012"
3261,0,15472,1128000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.40136679,1.554271038,23,36.05340166,140.1188387,"Japan, ã€’305-0053 Ibaraki, Tsukuba, Onogawa, ï¼‘ï¼–âˆ’ï¼‘"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,24,24.77434137,121.047969,"Gongyanyuandong Station, Zhudong Township, Hsinchu County, Taiwan 310"
3261,0,15472,1128000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.40136679,1.554271038,25,36.06872344,140.1349786,"1-chÅme-2-1 Namiki, Tsukuba, Ibaraki 305-0044, Japan"
3462,0,26372,1266000,High (40-80%),Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),12.39419026,2.492550011,26,31.362919,120.411705,"189 Kunlunshan Rd, Hu Qiu Qu, Su Zhou Shi, Jiang Su Sheng, China, 215163"
3261,0,15472,1128000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.40136679,1.554271038,27,36.06239511,140.1329906,"Japan, ã€’305-8561 Ibaraki, Tsukuba, Higashi, 1-chÅmeâˆ’ï¼‘âˆ’ï¼‘ åœ°è³ªæ¨™æœ¬é¤¨"
11780,11778,24943,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.22138354,2.771266192,28,42.92366887,-77.31232452,"Historic District, 5450 Campus Dr, Canandaigua, NY 14424, USA"
9815,0,2779,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),3.924552511,0.295675545,29,40.28079562,-74.55414486,"210 Princeton Hightstown Rd, East Windsor, NJ 08520, USA"
3257,0,12177,1194000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.94607217,1.22951011,30,37.50278451,138.8646452,"1-chÅme-3 Higashitakami, Nagaoka, Niigata 940-0006, Japan"
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,31,37.49034602,-121.932559,"1055 Mission Ct, Fremont, CA 94539, USA"
4067,0,587,252000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.246796729,0.04748885,32,1.377924239,103.8724862,"7000 Ang Mo Kio Ave 5, Singapore 569877"
9044,9011,39959,2254000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),25.35900552,4.706603242,33,46.9759549,15.3969984,"Tobelbader Str. 25, 8141 OberpremstÃ¤tten, Austria"
4067,0,587,252000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.246796729,0.04748885,34,1.374200704,103.9289671,"10 Tampines Industrial Cres, Singapore 528603"
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,35,42.53155238,-71.14668975,"1 Analog Wy, Wilmington, MA 01887, USA"
7021,0,1242,210000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),2.493303084,0.164886987,36,52.62709932,-8.656673421,"Clashmore House, Ballycummin Rd, Raheen, Limerick, Ireland"
11776,11605,80217,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),26.58432265,9.178726593,37,45.59901064,-122.4520524,"4200 NW Pacific Rim Blvd, Camas, WA 98607, USA"
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,38,37.42796098,-121.893751,"275 S Hillview Dr, Milpitas, CA 95035, USA"
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,39,45.548035,-122.930715,"3133 NE Brookwood Pkwy, Hillsboro, OR 97124, USA"
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,40,37.40991701,-121.947666,"3725 N First St, San Jose, CA 95134, USA"
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,41,37.37892199,-121.971864,"3250 Scott Blvd, Santa Clara, CA 95054, USA"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,42,24.78176,121.00492,"300, Taiwan, Hsinchu City, East District, ç§‘æŠ€äºŒè·¯1è™Ÿ"
10768,0,10386,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),5.675931607,0.971609493,43,29.64383901,-95.56869201,"12200 Parc Crest Dr #200, Stafford, TX 77477, USA"
11965,11949,74449,0,High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),High (40-80%),High (40-80%),27.6796885,7.952375338,44,41.72470534,-87.971577,"Cass/Northgate, Downers Grove Township, IL 60561, USA"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,45,24.90087,121.04782,"No. 13, Zhongyang St, Hukou Township, Hsinchu County, Taiwan 303"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,46,24.86001001,121.01466,"No. 119, Guangfu N Rd, Hukou Township, Hsinchu County, Taiwan 303"
10587,0,31929,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.97956434,3.329770544,47,39.02844864,-76.96330207,"Floral Dr, Hyattsville, MD 20783, USA"
3403,0,11,26000,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),0.257907084,0.001055764,48,32.57732554,131.6726837,"1-chÅme-15 Nakashimamachi, Nobeoka, Miyazaki 882-0846, Japan"
3296,0,1230,236000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),2.33362222,0.118199917,49,32.5989094,131.6731688,"5-chÅme-4960 Nakagawaramachi, Nobeoka, Miyazaki 882-0031, Japan"
3296,0,1230,236000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),2.33362222,0.118199917,50,32.5989094,131.6731688,"5-chÅme-4960 Nakagawaramachi, Nobeoka, Miyazaki 882-0031, Japan"
3336,0,446,116000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),1.170040754,0.044162734,51,35.14145315,138.6831449,"2-1 Samejima, Fuji, Shizuoka 416-0934, Japan"
3615,0,3976,426000,Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),Medium-high (20-40%),Low-medium (10-20%),Low (<10%),4.010044382,0.353793118,52,24.78197,121.00557,"No. 2è™Ÿ, Hsin Ann Rd, East District, Hsinchu City, Taiwan 300"
3462,0,26372,1266000,High (40-80%),Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),12.39419026,2.492550011,53,31.175234,121.40771,"385 Hongcao Rd, Xu Hui Qu, Shang Hai Shi, China, 200233"
3462,0,26372,1266000,High (40-80%),Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),12.39419026,2.492550011,54,31.175234,121.40771,"385 Hongcao Rd, Xu Hui Qu, Shang Hai Shi, China, 200233"
3462,0,26372,1266000,High (40-80%),Extremely high (>80%),High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),12.39419026,2.492550011,55,31.175234,121.40771,"385 Hongcao Rd, Xu Hui Qu, Shang Hai Shi, China, 200233"
9084,9068,41306,1986000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),25.42053904,6.036910757,56,56.13037,40.41007,"Bolshaya Moskovskaya St, 7900, Vladimir, Vladimirskaya oblast', Russia, 600000"
3490,0,1098,282000,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),2.642575971,0.096644886,57,23.10603001,120.2798,"744, Taiwan, Tainan City, Xinshi District, Nanke 6th Rd, 6è™Ÿä¹‹1"
3610,0,1454,248000,High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),2.317490941,0.12763019,58,22.99124,120.18476,"No. 6, Section 2, Yonghua Rd, Anping District, Tainan City, Taiwan 708"
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,59,42.57815438,-70.91093297,"55 Cherry Hill Dr, Beverly, MA 01915, USA"
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,60,37.401459,-121.915538,"1801 McCarthy Blvd, Milpitas, CA 95035, USA"
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,61,42.703976,-71.44695702,"PH33+H6 Nashua, NH, USA"
6650,6400,53670,2150000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),22.38931562,5.675997326,62,39.80567,116.41721,"China, Bei Jing Shi, Feng Tai Qu, ä¸œé«˜åœ°æ±‡å®éš†å¤§åŽ¦ é‚®æ”¿ç¼–ç : 100076"
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,63,37.385045,-121.94589,"545 Aldo Ave # 1, Santa Clara, CA 95054, USA"
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,64,37.481541,-121.937112,"46800 Lakeview Blvd, Fremont, CA 94538, USA"
10657,0,22652,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),11.21130176,2.243742564,65,35.91677407,-78.87008698,"3028 E Cornwallis Rd, Durham, NC 27713, USA"
8775,8770,22598,1526000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),17.72761118,2.991253782,66,52.42877,13.53408002,"Gustav-Kirchhoff-StraÃŸe 4, 12489 Berlin, Germany"
6964,0,22811,1376000,Low (<10%),Low (<10%),Low-medium (10-20%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),18.29194368,3.650596225,67,59.41027998,17.8264,"DatavÃ¤gen 1, 175 43 JÃ¤rfÃ¤lla, Sweden"
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,68,33.10162,-96.67449,"501 W McDermott Dr, Allen, TX 75013, USA"
10969,0,2082,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),7.299292147,0.203973635,69,34.426905,-119.868882,"340 Storke Rd #101, Goleta, CA 93117, USA"
10609,0,1788,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),3.006304943,0.182403559,70,37.51344902,-121.978454,"41762 Christy St, Fremont, CA 94538, USA"
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,71,35.90038201,-78.84273599,"4811 Chin Page Rd, Durham, NC 27703, USA"
10587,0,31929,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.97956434,3.329770544,72,38.98934002,-77.44230898,"22660 Executive Dr, Sterling, VA 20166, USA"
6964,0,22811,1376000,Low (<10%),Low (<10%),Low-medium (10-20%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),18.29194368,3.650596225,73,59.41060001,17.82653,"BruttovÃ¤gen 4, 175 43 JÃ¤rfÃ¤lla, Sweden"
10657,0,22652,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),11.21130176,2.243742564,74,35.91832201,-78.87483398,"3026 E Cornwallis Rd, Durham, NC 27709, USA"
11637,11635,21664,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),14.22542349,2.116871568,75,33.55636246,-96.60825856,"6800 US-75, Sherman, TX 75090, USA"
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,76,35.90243219,-78.83988062,"4395 Silicon Dr, Durham, NC 27703, USA"
8775,8770,22598,1526000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),17.72761118,2.991253782,77,52.45473998,13.52719001,"Peter-Behrens-StraÃŸe 15, 12459 Berlin, Germany"
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,78,35.90038201,-78.84273599,"4811 Chin Page Rd, Durham, NC 27703, USA"
3343,0,4568,976000,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),9.661751669,0.448406252,79,35.01502513,136.6096747,"800 YamanoisshikichÅ, Yokkaichi, Mie 512-0906, Japan"
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,80,43.14246701,-75.23549617,"5815 County Rd 34, Marcy, NY 13403, USA"
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,81,35.90038201,-78.84273599,"4811 Chin Page Rd, Durham, NC 27703, USA"
9100,9095,17672,1324000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),16.81661438,2.530793591,82,55.70600998,37.72582997,"Ð’Ð¾Ð»Ð³Ð¾Ð³Ñ€Ð°Ð´ÑÐºÐ¸Ð¹ Ð¿Ñ€-Ñ‚., 42, Moskva, Russia, 109548"
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,83,42.75317899,-73.69636043,"70 Cohoes Ave, Green Island, NY 12183, USA"
3261,0,15472,1128000,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.40136679,1.554271038,84,35.86760577,139.9757964,"Japan, ã€’277-0005 Chiba, Kashiwa, 5-chÅmeâˆ’10âˆ’ï¼‘ï¼ç•ªï¼‘å· ç¬¬ï¼’åºèˆŽï¼’éšŽ"
3519,0,1637,410000,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),4.264681181,0.172224529,85,39.69174,123.07764,"M3RH+727, Sunshi Line, Zhuang He Shi, Da Lian Shi, Liao Ning Sheng, China, 116411"
11947,11905,5557,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),5.492129639,0.577543385,86,38.64451418,-121.4075951,"4234 54th St, McClellan Park, CA 95652, USA"
4067,0,587,252000,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.246796729,0.04748885,87,1.351538427,103.9667143,"6 Changi North Street 2, Singapore 498831"
